,artist,song,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,genres
917,fereydoun,faseleha,0.511,0.694,0,0.0336,0.502,8.44e-05,0.138,0.667999999999999,4,"['classic persian pop', 'persian pop']"
918,die drogen,du bist die sonne,0.765,0.800999999999999,8,0.028,0.00477,3.27e-06,0.0419,0.89,4,['munich indie']
919,scorpions,still loving you,0.282,0.605,6,0.0294,0.0047,0.00144,0.103,0.0783,4,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
920,lady gaga,paper gangsta,0.755999999999999,0.841,8,0.0755,0.0496,1.13e-06,0.238,0.569,4,"['dance pop', 'pop']"
921,sistar,alone,0.762,0.961,4,0.0368,0.293,0.0,0.136,0.885,4,"['k-pop', 'k-pop girl group']"
922,julieta venegas,canciones de amor,0.605,0.834,2,0.0297,0.119,3.42e-05,0.108,0.598,4,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']"
923,murray gold,the doctor's theme series 4,0.13,0.467,2,0.0425,0.677999999999999,0.94,0.209,0.0532,3,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']"
924,alphaville,big in japan,0.748,0.414,2,0.0405,0.069,0.0671,0.336,0.239,4,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
925,alphaville,big in japan,0.748,0.414,2,0.0405,0.069,0.0671,0.336,0.239,4,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
926,alphaville,big in japan,0.748,0.414,2,0.0405,0.069,0.0671,0.336,0.239,4,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
927,the good and the damned,little electric,0.295,0.484,7,0.0435,0.0192,0.318,0.108,0.789,4,[]
928,danny baranowsky,tomes,0.333,0.0488,7,0.0376,0.967,0.877,0.101,0.04,4,"['indie game soundtrack', 'scorecore', 'video game music']"
929,the good and the damned,little electric,0.295,0.484,7,0.0435,0.0192,0.318,0.108,0.789,4,[]
930,sloan,she says what she means,0.395,0.912,9,0.0967,0.00279,2.11e-06,0.125,0.622,4,"['canadian indie', 'canadian rock', 'halifax indie', 'indie rock', 'jangle pop', 'power pop']"
931,mark knopfler,boom like that,0.619,0.670999999999999,7,0.0243,0.132,0.0221,0.1,0.435,4,"['classic rock', 'folk rock', 'mellow gold', 'soft rock']"
932,yogscast,carrot for a cock,0.64,0.884,9,0.0407,0.0943,0.00105,0.231,0.622,4,"['antiviral pop', 'comic']"
933,yogscast,carrot for a cock,0.64,0.884,9,0.0407,0.0943,0.00105,0.231,0.622,4,"['antiviral pop', 'comic']"
934,thefatrat,unity,0.707,0.88,4,0.0317,0.00424,0.0379,0.0534,0.565,4,['deep dubstep']
935,jimmy eat world,the authority song,0.619,0.853,11,0.0345,0.0169,0.0,0.138,0.499,4,"['modern power pop', 'modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge', 'rock']"
936,jonathan coulton,re your brains,0.596,0.511,0,0.0251,0.351,0.0,0.201,0.534,4,"['antiviral pop', 'comic']"
937,michael kiwanuka,bones,0.64,0.468,0,0.0372,0.625,0.0,0.289,0.501,4,"['british soul', 'neo soul', 'soul']"
938,jason becker,altitudes,0.198,0.687,11,0.0467,0.0349,0.893,0.154,0.299,4,"['instrumental rock', 'neo classical metal', 'shred']"
939,the mighty mighty bosstones,the punch line,0.21,0.989,7,0.141,0.00574,0.484,0.484,0.387,4,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']"
940,elizabeth and the catapult,you and me,0.688,0.718,5,0.0341,0.201,0.0,0.0544,0.969,4,[]
941,lettuce,the force,0.574,0.883,6,0.0477,0.000861999999999999,0.912,0.128,0.659,4,"['funk', 'funk rock', 'instrumental funk', 'jam band', 'modern funk']"
942,renaud,manhattan-kaboul,0.758,0.618,0,0.0257,0.0298,6.55e-06,0.101,0.679,4,"['chanson', 'french pop', 'french reggae', 'french rock']"
943,renaud,manhattan-kaboul,0.758,0.618,0,0.0257,0.0298,6.55e-06,0.101,0.679,4,"['chanson', 'french pop', 'french reggae', 'french rock']"
944,roy orbison,you got it,0.649,0.618,9,0.0265,0.596,1.46e-06,0.192,0.667,4,"['adult standards', 'brill building pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']"
945,xi,freedom dive,0.414,0.949,11,0.115,5.6e-06,0.868,0.366,0.0668,4,['rhythm game']
946,james taylor,carolina in my mind,0.579,0.267,4,0.0348,0.118,0.000562,0.132,0.353,4,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
947,don henley,the boys of summer,0.516,0.548999999999999,6,0.0373,0.501,0.00572,0.184,0.907,4,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
948,dinosaur jr,tiny,0.263,0.922,9,0.0873,0.0251,0.00236,0.112,0.506,4,"['alternative pop', 'alternative rock', 'dream pop', 'garage rock', 'grunge', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'noise rock', 'permanent wave', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'rock']"
949,lady gaga,paper gangsta,0.755999999999999,0.841,8,0.0755,0.0496,1.13e-06,0.238,0.569,4,"['dance pop', 'pop']"
950,luis bacalov,django unchained theme,0.459,0.569,2,0.0295,0.57,0.0,0.0914,0.468,3,"['classic soundtrack', 'italian soundtrack']"
951,destiny's child,say my name,0.713,0.677999999999999,5,0.102,0.273,0.0,0.149,0.734,4,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
952,lady gaga,paparazzi,0.763,0.693,5,0.0438,0.111,0.0,0.101,0.399,4,"['dance pop', 'pop']"
953,lindsey stirling,moon trance,0.612,0.877,4,0.0394,0.0331,0.833,0.0928,0.266,4,['bow pop']
954,enya,may it be,0.215,0.168999999999999,9,0.0402,0.974,0.0585,0.0907,0.0547,3,"['celtic', 'middle earth']"
955,the beatles,all my loving,0.416,0.563,1,0.0298,0.207,0.0,0.343,0.9,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
956,muse,guiding light,0.372,0.85,0,0.0528,0.00856,0.00218,0.0945,0.347,4,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
957,jonathan coulton,shop vac,0.603,0.835,4,0.0394,0.036,5.52e-06,0.183,0.629,4,"['antiviral pop', 'comic']"
958,nause,another you,0.518,0.733,6,0.0275,0.00836,6.7e-05,0.0479,0.177,4,"['edm', 'progressive electro house', 'swedish pop']"
959,wolfgang amadeus mozart,der holle rache kocht in meinem herzen,0.548999999999999,0.108,5,0.135,0.971,0.0195,0.114,0.265,4,"['classical', 'classical era']"
960,coldplay,charlie brown,0.43,0.738,10,0.0375,0.0212,0.00165,0.33,0.0944,4,"['permanent wave', 'pop']"
961,sara bareilles,uncharted,0.456,0.728,1,0.0435,0.285,0.0,0.0343,0.724,4,"['acoustic pop', 'lilith', 'neo mellow', 'pop', 'pop rock']"
962,psy,daddy,0.762,0.87,6,0.128,0.0788,0.0,0.136999999999999,0.753,4,"['k-hop', 'k-pop']"
963,renaud,manhattan-kaboul,0.758,0.618,0,0.0257,0.0298,6.55e-06,0.101,0.679,4,"['chanson', 'french pop', 'french reggae', 'french rock']"
964,renaud,manhattan-kaboul,0.758,0.618,0,0.0257,0.0298,6.55e-06,0.101,0.679,4,"['chanson', 'french pop', 'french reggae', 'french rock']"
965,crush 40,knight of the wind,0.369,0.89,8,0.0516,6.01e-06,0.26,0.178,0.582,4,"['j-metal', 'otacore']"
966,blake mills,wintersong,0.473,0.755999999999999,7,0.0619,0.782,0.0475,0.145,0.738,4,"['indie folk', 'modern folk rock', 'stomp and holler']"
967,the beatles,ticket to ride,0.519,0.85,9,0.0678,0.0457,0.0,0.233,0.749,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
968,jesse mccartney,beautiful soul,0.66,0.665999999999999,9,0.0472,0.0759,0.0,0.0268,0.933,4,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'urban contemporary', 'viral pop']"
969,plumb,in my arms,0.523,0.537999999999999,3,0.0271,0.379,0.0173,0.121,0.0639,4,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']"
970,klaus badelt,he's a pirate,0.465,0.687,10,0.0495,0.0206,0.929,0.121,0.13,4,"['german soundtrack', 'scorecore', 'soundtrack']"
971,lindsey stirling,moon trance,0.612,0.877,4,0.0394,0.0331,0.833,0.0928,0.266,4,['bow pop']
972,blind guardian,nightfall,0.464,0.763,10,0.0289,0.00316,0.00196,0.113,0.268,3,"['folk metal', 'german metal', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal']"
973,murray gold,the doctor's theme series 4,0.13,0.467,2,0.0425,0.677999999999999,0.94,0.209,0.0532,3,"['british soundtrack', 'scorecore', 'soundtrack', 'theme']"
974,john williams,the imperial march,0.577,0.379,7,0.0368,0.753,0.955,0.126,0.284,4,['soundtrack']
975,nightwish,ghost river,0.484,0.949,5,0.0637,0.015,7.79e-05,0.326,0.321,4,"['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'symphonic metal']"
976,foo fighters,everlong,0.412,0.882,11,0.0369,5.96e-05,0.00031,0.0805,0.356,4,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
977,eric whitacre,a boy and a girl,0.0745,0.0406,0,0.0488,0.979,0.0218,0.103,0.0329,4,"['21st century classical', 'american 21st century classical', 'choral']"
978,hans zimmer,jack sparrow,0.335,0.322999999999999,9,0.0564,0.759,0.824,0.0717,0.291,3,"['german soundtrack', 'soundtrack']"
979,underworld,luetin,0.704,0.805,10,0.0679,0.029,0.914,0.0832,0.815,4,"['alternative dance', 'big beat', 'electronica']"
980,alabama shakes,gimme all your love,0.392,0.57,11,0.0466,0.204,0.299,0.385,0.191,3,"['alabama indie', 'garage rock', 'indie rock', 'modern blues rock', 'rock']"
981,jason derulo,want to want me,0.775,0.68,0,0.0629,0.00906,0.0,0.109,0.655999999999999,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
982,evanescence,my heart is broken,0.465,0.92,6,0.084,6.38e-05,0.0527,0.562,0.233,4,"['alternative metal', 'post-grunge']"
983,ashlee simpson,pieces of me,0.532,0.807,2,0.057,0.0584,0.0,0.114,0.759,4,"['dance pop', 'post-teen pop']"
984,foo fighters,everlong,0.412,0.882,11,0.0369,5.96e-05,0.00031,0.0805,0.356,4,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
985,blink-182,cynical,0.495,0.965,5,0.188,0.00267,0.0,0.0763,0.254,4,"['pop punk', 'punk', 'socal pop punk']"
986,bruno mars,grenade,0.706,0.557999999999999,2,0.0593,0.146,0.0,0.118,0.227,4,"['dance pop', 'pop']"
987,death cab for cutie,i will follow you into the dark,0.517,0.206,5,0.0421,0.924,0.0,0.118,0.489,4,"['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']"
988,dire straits,sultans of swing,0.73,0.868,5,0.0288,0.0632,0.0661,0.318,0.923,4,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
989,elliott smith,say yes,0.499,0.0875,5,0.05,0.871,0.000221,0.11,0.418,4,"['alternative rock', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'singer-songwriter', 'slow core']"
990,jessie j,domino,0.757,0.547,7,0.0355,0.0115,0.0,0.0445,0.792999999999999,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'uk pop', 'viral pop']"
991,john mayer,walt graces submarine test january 1967,0.44,0.372,6,0.0328,0.797999999999999,5.64e-05,0.118,0.281,4,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
992,john mayer,walt graces submarine test january 1967,0.44,0.372,6,0.0328,0.797999999999999,5.64e-05,0.118,0.281,4,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
993,aerosmith,crazy,0.37,0.866,6,0.0384,0.0868,0.0,0.136999999999999,0.427,3,"['album rock', 'classic rock', 'hard rock', 'rock']"
994,nicky romero,toulouse,0.642,0.834,5,0.269,0.328,0.0,0.509,0.606,4,"['big room', 'deep big room', 'dutch edm', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
995,jojo,leave get out,0.491,0.73,2,0.0432,0.039,0.0,0.112,0.461,4,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
996,jojo,leave get out,0.491,0.73,2,0.0432,0.039,0.0,0.112,0.461,4,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
997,jojo,leave get out,0.491,0.73,2,0.0432,0.039,0.0,0.112,0.461,4,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
998,jojo,leave get out,0.491,0.73,2,0.0432,0.039,0.0,0.112,0.461,4,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
999,pink floyd,comfortably numb,0.472,0.366,11,0.0286,0.15,0.308,0.0837,0.171,4,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
1000,ray charles,hit the road jack,0.542999999999999,0.0829,6,0.0342,0.966,0.897,0.0908,0.542,4,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
1001,deitrick haddon,he's able,0.3,0.851,9,0.339,0.0272,0.0,0.11,0.374,4,['praise']
1002,britney spears,you drive me crazy,0.748,0.939,0,0.0341,0.0534,0.0,0.32,0.96,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
1003,abba,mamma mia,0.75,0.754,2,0.0327,0.287,0.000207,0.444,0.83,4,"['europop', 'swedish pop']"
1004,kanye west,heartless,0.79,0.647,10,0.136,0.0515,0.0,0.248,0.654,4,"['chicago rap', 'rap']"
1005,george benson,turn your love around,0.627,0.385,9,0.0537,0.334,0.0,0.182,0.765999999999999,4,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']"
1006,the turtles,happy together,0.584,0.367,6,0.0328,0.55,1.38e-05,0.0818,0.588,4,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']"
1007,christina perri,a thousand years,0.421,0.407,10,0.0267,0.309,0.000961,0.11,0.161,3,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
1008,christina perri,a thousand years,0.421,0.407,10,0.0267,0.309,0.000961,0.11,0.161,3,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
1009,the beach boys,good vibrations,0.396,0.473,10,0.0345,0.326,0.000124,0.109,0.385,4,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
1010,calvin harris alesso,under control,0.544,0.915,8,0.0841,0.129,0.000914,0.115,0.51,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']"
1011,oceanlab,satellite,0.492,0.968,9,0.112,0.0251,1.35e-05,0.233,0.282,1,"['progressive house', 'trance', 'uplifting trance']"
1012,manowar,hail and kill,0.358,0.857,4,0.0581,0.00478,5.2e-05,0.0586,0.2,4,"['comic metal', 'hard rock', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal', 'thrash metal']"
1013,bruce dickinson,arc of space,0.457,0.424,9,0.0271,0.351,0.0,0.105,0.134,4,"['album rock', 'hard rock', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal']"
1014,killswitch engage,in due time,0.486,0.959,0,0.0485,0.000203,0.0259,0.173,0.527,4,"['alternative metal', 'boston metal', 'groove metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']"
1015,stereotronique and sebastian ivarsson,tonight,0.718,0.901,9,0.172,0.00484,0.0177,0.136999999999999,0.504,4,['catstep']
1016,azedia,something,0.498,0.731,1,0.0366,0.0537,0.0459,0.387,0.174,4,"['catstep', 'chillstep']"
1017,lady gaga,speechless,0.386,0.697,0,0.0383,0.436,0.0,0.337,0.407,4,"['dance pop', 'pop']"
1018,lady gaga,speechless,0.386,0.697,0,0.0383,0.436,0.0,0.337,0.407,4,"['dance pop', 'pop']"
1019,the all-american rejects,dirty little secret,0.465,0.954,10,0.044,0.000346,5.38e-06,0.573,0.458,4,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']"
1020,jackson 5,i want you back,0.639,0.542999999999999,8,0.0303,0.492,1.29e-05,0.28,0.937,4,"['adult standards', 'motown']"
1021,jackson 5,i want you back,0.639,0.542999999999999,8,0.0303,0.492,1.29e-05,0.28,0.937,4,"['adult standards', 'motown']"
1022,lindsey stirling,master of tides,0.465,0.895999999999999,4,0.0676,0.000739,1.7e-05,0.0972,0.338,4,['bow pop']
1023,plain white t's,1 2 3 4,0.458,0.55,2,0.0262,0.566,1.39e-05,0.108,0.56,4,"['neo mellow', 'pop punk', 'pop rock']"
1024,stars,ageless beauty,0.371,0.865,3,0.0476,0.000169,0.256,0.103,0.321,4,"['canadian indie', 'chamber pop', 'indie pop', 'indie rock', 'indietronica', 'shimmer pop']"
1025,imagine dragons,warriors,0.365,0.851,4,0.065,0.0964,0.003,0.238,0.309,4,"['modern rock', 'rock']"
1026,colin buchanan,god is everywhere,0.659,0.704,4,0.0522,0.199,0.0,0.128,0.789,4,"[""australian children's music""]"
1027,kacey musgraves,merry go 'round,0.650999999999999,0.466,6,0.0305,0.541,0.0027,0.116,0.326,4,"['contemporary country', 'country dawn', 'pop', 'texas country']"
1028,justin bieber,beauty and a beat,0.601,0.843,0,0.0593,0.000704,5.27e-05,0.0681,0.534,4,"['canadian pop', 'pop', 'post-teen pop']"
1029,mac miller,best day ever,0.307,0.573,9,0.0395,0.0401,0.0,0.216,0.0684,3,"['pittsburgh rap', 'pop rap', 'rap']"
1030,the band,the weight,0.63,0.551,9,0.0549,0.373,5.75e-05,0.103,0.518,4,"['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'heartland rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']"
1031,christina perri,a thousand years,0.421,0.407,10,0.0267,0.309,0.000961,0.11,0.161,3,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
1032,clean bandit,rather be,0.799,0.586,11,0.0377,0.162,2.03e-06,0.193,0.548999999999999,4,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
1033,clean bandit,rather be,0.799,0.586,11,0.0377,0.162,2.03e-06,0.193,0.548999999999999,4,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
1034,maaya sakamoto,loop,0.608,0.705,9,0.033,0.106,0.0,0.0958,0.59,4,"['anime', 'anime score']"
1035,the zombies,time of the season,0.537,0.7,4,0.0366,0.142,1.58e-06,0.383,0.695,4,"['art rock', 'baroque pop', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk rock', 'psychedelic rock', 'rock', 'singer-songwriter']"
1036,aloe blacc,the man,0.308,0.769,11,0.065,0.0331,0.0,0.214,0.488,4,['r&b']
1037,milow,ayo technology,0.778,0.660999999999999,11,0.0347,0.653,0.0,0.103,0.747,4,"['belgian pop', 'belgian rock', 'belgian singer-songwriter', 'german pop']"
1038,justice,dance,0.471,0.57,10,0.0292,0.121,6.86e-05,0.111,0.182,4,['truck-driving country']
1039,lenka,the show,0.753,0.59,0,0.0317,0.259,0.0,0.0836,0.593,4,['lilith']
1040,alesso,under control,0.645999999999999,0.71,5,0.0375,0.0735,0.553999999999999,0.151,0.53,4,[]
1041,elvis costello,oliver's army,0.523,0.735,4,0.0292,0.136999999999999,0.0,0.199,0.903,4,"['art rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave', 'new wave pop', 'power pop', 'pub rock', 'rock']"
1042,working for a nuclear free city,je suis le vent,0.393,0.702,8,0.034,0.00018,0.89,0.742,0.0391,4,['nu gaze']
1043,nobuo uematsu,locke's theme,0.209,0.373,0,0.0356,0.627,0.93,0.156,0.484,4,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'scorecore', 'video game music']"
1044,tori kelly,nobody love,0.753,0.709,1,0.0347,0.00634,0.000896,0.0967,0.572,4,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
1045,robbie williams,advertising space,0.546,0.607,0,0.0262,0.0979,0.0,0.0967,0.115,4,"['dance pop', 'europop', 'pop']"
1046,beatles,something,0.396,0.338,0,0.0304,0.198,2.62e-06,0.138,0.377,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
1047,oh my girl,closer,0.545,0.795999999999999,1,0.048,0.132,0.0,0.373,0.307,4,"['k-pop', 'k-pop girl group']"
1048,kenta nagata,dragon roost island,0.269,0.171,7,0.0365,0.94,0.947,0.0929,0.274,3,[]
1049,vertical horizon,everything you want,0.637,0.759,3,0.0305,0.0504,0.0,0.0642,0.741,4,"['neo mellow', 'pop rock', 'post-grunge']"
1050,renaud,mistral gagnant,0.363,0.368,11,0.0418,0.861,4.99e-06,0.0937,0.393,4,"['chanson', 'french pop', 'french reggae', 'french rock']"
1051,lil wayne,nothing but trouble - instagram models,0.724,0.691,6,0.0324,0.0172,1.68e-05,0.194,0.236,4,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1052,christina aguilera,genie in a bottle,0.627,0.8,1,0.162,0.21,0.000123,0.136999999999999,0.912,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
1053,toby fox,once upon a time,0.566,0.336,0,0.0444,0.61,0.949,0.171,0.32,4,['indie game soundtrack']
1054,seinabo sey,younger,0.69,0.489,5,0.0788,0.13,0.00022,0.0815,0.645,4,"['dance pop', 'swedish electropop', 'swedish pop', 'swedish soul']"
1055,marianas trench,pop 101,0.755999999999999,0.657999999999999,11,0.202,0.0581,0.0,0.0674,0.639,4,"['canadian rock', 'emo', 'neon pop punk', 'pixie', 'pop', 'pop punk', 'pop rock']"
1056,muse,the globalist,0.265,0.66,7,0.0422,0.401,0.0108,0.102,0.18,4,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
1057,will b and steve allen,alchera - firestorm and steve allen remix,0.415,0.976,5,0.0678,0.000101,0.899,0.831,0.182,4,[]
1058,muse,dead inside,0.65,0.758,8,0.0507,0.000259,0.000492,0.276,0.603,4,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
1059,borknagar,colossus,0.29,0.866,2,0.0609,1.58e-05,0.00815999999999999,0.102,0.181,3,"['atmospheric black metal', 'black metal', 'folk metal', 'melodic death metal', 'melodic metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'progressive black metal', 'symphonic black metal', 'viking metal']"
1060,radiohead,airbag,0.306,0.872,2,0.05,0.00792,0.8,0.261,0.648,4,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
1061,skid row,wasted time,0.36,0.880999999999999,0,0.048,0.0113,0.0,0.0742,0.295,4,"['album rock', 'glam metal', 'hard rock', 'metal', 'post-grunge', 'rock']"
1062,skid row,wasted time,0.36,0.880999999999999,0,0.048,0.0113,0.0,0.0742,0.295,4,"['album rock', 'glam metal', 'hard rock', 'metal', 'post-grunge', 'rock']"
1063,the beatles,ticket to ride,0.519,0.85,9,0.0678,0.0457,0.0,0.233,0.749,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
1064,sublime,santeria,0.682,0.765,1,0.0395,0.0268,3.42e-05,0.188,0.567,4,"['reggae fusion', 'ska mexicano', 'ska punk']"
1065,enrique iglesias,escape,0.777,0.852,11,0.0295,0.0299,0.000498,0.145,0.877,4,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']"
1066,enrique iglesias,escape,0.777,0.852,11,0.0295,0.0299,0.000498,0.145,0.877,4,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']"
1067,christina perri,a thousand years,0.421,0.407,10,0.0267,0.309,0.000961,0.11,0.161,3,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
1068,regina spektor,laughing with,0.544,0.298,5,0.057,0.858,0.116,0.113,0.235,4,"['chamber pop', 'indie pop', 'lilith', 'piano rock', 'pop rock']"
1069,regina spektor,laughing with,0.544,0.298,5,0.057,0.858,0.116,0.113,0.235,4,"['chamber pop', 'indie pop', 'lilith', 'piano rock', 'pop rock']"
1070,simon and garfunkel,the boxer,0.439,0.488,11,0.0615,0.702,0.000339,0.16,0.629,4,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']"
1071,manowar,hail and kill,0.358,0.857,4,0.0581,0.00478,5.2e-05,0.0586,0.2,4,"['comic metal', 'hard rock', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal', 'thrash metal']"
1072,mumford and sons,babel,0.373,0.813,2,0.0543,0.0253,0.000227,0.0826,0.647,4,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']"
1073,jack johnson,breakdown,0.773,0.394,0,0.0516,0.627,1.36e-05,0.0953,0.443,4,['neo mellow']
1074,jack johnson,breakdown,0.773,0.394,0,0.0516,0.627,1.36e-05,0.0953,0.443,4,['neo mellow']
1075,julieta venegas,canciones de amor,0.605,0.834,2,0.0297,0.119,3.42e-05,0.108,0.598,4,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']"
1076,vanessa carlton,san francisco,0.608,0.64,0,0.0264,0.802,3.83e-05,0.069,0.215,4,"['dance pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']"
1077,vanessa carlton,san francisco,0.608,0.64,0,0.0264,0.802,3.83e-05,0.069,0.215,4,"['dance pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']"
1078,the lumineers,flowers in your hair,0.67,0.609,7,0.0333,0.749,6.74e-05,0.227,0.573,4,"['folk-pop', 'stomp and holler']"
1079,foreigner,i want to know what love is,0.477,0.471,6,0.0277,0.193,1.76e-06,0.131,0.423,4,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
1080,christina perri,a thousand years,0.421,0.407,10,0.0267,0.309,0.000961,0.11,0.161,3,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
1081,weird al yankovic,hardware store,0.707,0.867,8,0.0703,0.185,0.000338,0.329,0.684,4,"['antiviral pop', 'comedy rock', 'comic', 'parody']"
1082,lunchmoney lewis,bills,0.699,0.747,5,0.0964,0.274,0.0,0.486,0.682999999999999,4,['miami hip hop']
1083,alkaline trio,radio,0.649,0.657,2,0.0258,0.0348,0.000372,0.136,0.434,4,"['chicago punk', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
1084,phoenix,girlfriend,0.704,0.657,11,0.0282,0.351,0.0259,0.0888,0.515,4,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
