,artist,song,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,time_signature,genres
361,sam smith,stay with me,0.418,0.42,0,0.0414,0.588,6.39e-05,0.11,0.184,4,"['pop', 'post-teen pop', 'uk pop']"
362,jack white,love interruption,0.582,0.365,9,0.0388,0.645,1.03e-06,0.147,0.312,4,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
363,atlas genius,trojans,0.721,0.822,7,0.0391,0.0113,7.01e-05,0.0898,0.536,4,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop']"
364,rush,fly by night,0.501,0.702,7,0.0671,0.0872,0.000994,0.0671,0.58,4,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']"
365,spice girls,wannabe,0.768,0.864,11,0.0324,0.101,0.0,0.162,0.890999999999999,4,"['dance pop', 'europop', 'girl group', 'pop']"
366,jonathan coulton,i feel fantastic,0.785999999999999,0.859,11,0.0709,0.319,0.0,0.0719,0.772,4,"['antiviral pop', 'comic']"
367,sick individuals,wasting moonlight,0.476,0.9,2,0.0423,0.00509,0.0294,0.672,0.308,4,"['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
368,the who,won't get fooled again,0.573,0.941,2,0.0487,0.031,0.0682,0.825,0.267,4,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']"
369,ok go,here it goes again,0.537,0.882,0,0.0403,0.000342,9.06e-05,0.12,0.81,4,"['alternative rock', 'chicago indie', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'modern rock', 'permanent wave', 'pop rock', 'rock']"
370,train,drops of jupiter,0.468,0.64,0,0.0275,0.154,0.0,0.154,0.499,4,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
371,avril lavigne,when you're gone,0.458,0.719,4,0.0323,0.189,0.0,0.228,0.168,4,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
372,the gaslight anthem,biloxi parish,0.373,0.802999999999999,10,0.0424,0.00348,0.0,0.11,0.57,4,"['heartland rock', 'new jersey indie', 'new jersey punk', 'skate punk']"
373,hilltop hoods,chase that feeling ,0.608,0.873,9,0.07,0.612,0.0,0.142,0.515,4,"['australian hip hop', 'australian pop']"
374,lady gaga,marry the night,0.614,0.879,0,0.056,0.00104,0.00437999999999999,0.41,0.407,4,"['dance pop', 'pop']"
375,kaipa,smoke from a secret source,0.428,0.687,7,0.0421,0.000156,0.127,0.0451,0.439,4,"['modern progressive rock', 'neo-progressive', 'progressive rock', 'swedish prog', 'symphonic rock']"
376,marillion,marbles iii,0.322,0.28,11,0.0309,0.256,0.337,0.0739,0.187,4,"['album rock', 'art rock', 'neo-progressive', 'progressive rock', 'soft rock', 'symphonic rock']"
377,bastille,pompeii - audien remix,0.649,0.792,9,0.043,0.00364,2.87e-05,0.104,0.235,4,"['metropopolis', 'modern rock', 'pop', 'pop rock', 'rock', 'tropical house']"
378,the horrible crowes,black betty and the moon,0.680999999999999,0.581,5,0.026,0.234,0.0,0.122,0.385,4,['new jersey indie']
379,the mighty mighty bosstones,the impression that i get,0.419,0.945,4,0.119,0.0985,0.0121,0.23,0.695,4,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']"
380,nine inch nails,hurt,0.49,0.158,9,0.04,0.773,0.0227,0.121,0.0826,4,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']"
381,miranda cosgrove,leave it all to me,0.233,0.8,7,0.105,0.00294,0.0,0.0594,0.564,4,"['dance pop', 'post-teen pop', 'viral pop']"
382,the mighty mighty bosstones,like a shotgun,0.413,0.985,11,0.0612,0.00572,1.66e-05,0.335,0.904,4,"['boston punk', 'boston rock', 'punk', 'ska', 'ska punk', 'skate punk']"
383,a perfect circle,3 libras,0.518,0.743,9,0.0373,0.00383,0.0069,0.078,0.211,3,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
384,the heavy,stuck,0.64,0.407,0,0.0236,0.0758,0.0257,0.0901,0.422,4,"['bath indie', 'garage rock', 'modern blues rock', 'modern rock', 'rock']"
385,galantis,peanut butter jelly,0.708,0.945,5,0.234,0.00104,0.0803,0.227,0.545,4,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']"
386,mxpx,wrecking hotel rooms,0.598,0.817,2,0.0303,0.000128,9.57e-05,0.173,0.509,4,"['christian punk', 'emo', 'pop punk', 'punk', 'ska punk', 'skate punk']"
387,the new pornographers,the bones of an idol,0.635,0.679,0,0.0265,0.275,0.00213,0.182,0.589,4,"['alternative rock', 'anti-folk', 'art pop', 'canadian indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern power pop', 'modern rock', 'noise pop', 'stomp and holler', 'vancouver indie']"
388,the asteroids galaxy tour,heart attack,0.63,0.993,9,0.0475,0.0857,0.465,0.0815,0.909,4,[]
389,sum 41,with me,0.168,0.852,4,0.0421,0.0128,0.0,0.172,0.109,3,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']"
390,guster,hang on,0.413,0.736,0,0.0376,0.00298,0.000982,0.0607,0.245,4,"['boston rock', 'indie pop', 'neo mellow', 'pop rock']"
391,black moth super rainbow,twin of myself,0.481,0.844,0,0.0395,0.189,0.121,0.0668,0.598,4,"['chillwave', 'experimental pop', 'freak folk', 'indietronica', 'noise pop']"
392,a-ha,the sun always shines on tv,0.578,0.47,9,0.0389,0.782999999999999,0.000140999999999999,0.699,0.403,4,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']"
393,wjsn,momomo,0.731,0.87,9,0.0384,0.144,0.0,0.314,0.692,4,"['k-pop', 'k-pop girl group']"
394,hiroki kikuta,meridian dance,0.204,0.809,1,0.0738,5.62e-06,0.955,0.357,0.58,4,['japanese vgm']
395,the rocky horror show,the time warp,0.588,0.374,2,0.0551,0.885999999999999,0.00622,0.258,0.283,4,['novelty']
396,duran duran,rio,0.544,0.873,9,0.0525,0.0415,1.82e-05,0.0925,0.675999999999999,4,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']"
397,brian fallon,honey magnolia,0.573,0.526,7,0.0254,0.506,0.000892,0.18,0.522,4,"['heartland rock', 'new jersey indie']"
398,beck,morning,0.55,0.378,4,0.0254,0.44,0.0955,0.126,0.261,4,"['alternative rock', 'anti-folk', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']"
399,klangkarussell,sonnentanz,0.579,0.548999999999999,5,0.0909,0.104,0.0202,0.106,0.155,4,"['austrian pop', 'deep tropical house', 'new french touch', 'tropical house']"
400,the killers,read my mind,0.542999999999999,0.917,1,0.0444,0.00572,7.75999999999999e-05,0.104,0.329,4,"['modern rock', 'permanent wave', 'rock']"
401,debbie gibson,only in my dreams,0.612,0.795999999999999,8,0.0395,0.124,0.00477,0.0888,0.895,4,"['new wave pop', 'soft rock']"
402,counting crows,a long december,0.388,0.579,5,0.0286,0.472,0.00055,0.219,0.381,4,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock', 'singer-songwriter']"
403,elton john,can you feel the love tonight,0.309,0.181,10,0.0337,0.87,0.000279,0.118,0.146,4,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
404,elton john,levon,0.305,0.594,5,0.0447,0.15,0.000303,0.39,0.426,4,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
405,radiohead,motion picture soundtrack,0.134,0.129,7,0.0341,0.921,0.697,0.13,0.0435,4,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
406,taylor swift,mary's song,0.403,0.627,2,0.0292,0.0177,0.0,0.182,0.374,4,"['dance pop', 'pop', 'post-teen pop']"
407,the kinks,lola,0.474,0.917,9,0.0395,0.582,0.231,0.201,0.902,4,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter']"
408,abba,mamma mia,0.75,0.754,2,0.0327,0.287,0.000207,0.444,0.83,4,"['europop', 'swedish pop']"
409,birds of tokyo,plans,0.61,0.601,10,0.0269,0.0539,1.03e-05,0.327,0.273,3,"['australian alternative rock', 'australian indie', 'australian pop', 'australian rock', 'perth indie']"
410,israel kamakawiwoole,somewhere over the rainbow,0.662999999999999,0.168,0,0.0448,0.928,5.68e-05,0.361,0.677999999999999,4,['hawaiian']
411,ac dc,highway to hell,0.573,0.913,6,0.132,0.0591,0.00173,0.156,0.422,4,"['album rock', 'australian rock', 'hard rock', 'rock']"
412,iron maiden,the wicker man,0.424,0.98,4,0.154,0.000855,5.72e-06,0.129,0.296,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']"
413,judas priest,breaking the law,0.362,0.961,2,0.0857,0.024,9.35e-06,0.159,0.491,4,"['album rock', 'birmingham metal', 'groove metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal']"
414,the beatles,back in the ussr,0.48,0.969,9,0.0854,0.069,0.00022,0.0608,0.494,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
415,david willcocks,o come o come emmanuel,0.183,0.15,4,0.0443,0.984,0.564,0.213,0.0951,4,['orchestral performance']
416,sarah mclachlan,adia,0.526,0.37,3,0.025,0.722,0.0,0.157,0.251,4,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'folk', 'lilith', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']"
417,abba,sos,0.393,0.719,5,0.0279,0.0629,0.00432,0.219,0.497,4,"['europop', 'swedish pop']"
418,disney,hakuna matata,0.517,0.0331,1,0.0659,0.995,0.941,0.147,0.213,4,"['calming instrumental', 'piano cover']"
419,we the kings,stay young,0.475,0.94,3,0.0865,0.00472,0.0,0.0628,0.643,4,"['emo', 'neo mellow', 'neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop']"
420,weezer,no one else,0.461,0.882,4,0.0343,0.000248,0.00049,0.121,0.688,4,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
421,the black eyed peas,i gotta feeling,0.743,0.765999999999999,0,0.0265,0.0873,0.0,0.509,0.61,4,"['dance pop', 'pop', 'pop rap']"
422,kaizers orchestra,mr kaizers hans constanze og meg,0.176,0.33,0,0.0423,0.961,0.889,0.906,0.22,4,"['dark cabaret', 'norwegian alternative rock', 'norwegian indie', 'norwegian pop', 'norwegian rock']"
423,hubert parry,jerusalem,0.132,0.223,2,0.0323,0.939,0.654,0.178,0.196,3,"['anglican liturgy', 'british modern classical', 'late romantic era', 'victorian britain']"
424,the gregory brothers,feel the bern,0.642,0.499,0,0.0511,0.018,0.0,0.198,0.484,4,"['antiviral pop', 'comic', 'social media pop']"
425,wallpaper,best song everrr,0.608,0.698,11,0.309,0.108,0.000105,0.0876,0.758,4,[]
426,prince,1999,0.866,0.73,5,0.0767,0.136999999999999,0.0,0.0843,0.625,4,"['funk', 'funk rock', 'minneapolis sound', 'motown']"
427,derrick harriot,let me down easy,0.805,0.573,7,0.143,0.677,0.214,0.141,0.541,4,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska', 'ska revival']"
428,derrick harriott,let me down easy,0.805,0.573,7,0.143,0.677,0.214,0.141,0.541,4,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska', 'ska revival']"
429,muse,starlight,0.55,0.874,4,0.0321,0.000436,1.02e-05,0.206,0.318,4,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
430,the beatles,eight days a week,0.652,0.583,9,0.038,0.412,0.0,0.119,0.744,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
431,pixies,where is my mind,0.518,0.436,4,0.0349,0.0157,0.000621,0.079,0.27,4,"['alternative rock', 'art rock', 'boston rock', 'garage rock', 'modern rock', 'noise pop', 'permanent wave', 'rock']"
432,the national,exile vilify,0.512,0.373,8,0.0289,0.777,0.501,0.11,0.204,3,"['chamber pop', 'indie rock', 'modern rock']"
433,ratatat,tropicana,0.542,0.805,9,0.03,0.267,0.917,0.103,0.285,4,"['alternative dance', 'dance-punk', 'new rave']"
434,eva cassidy,fields of gold,0.461,0.0859,9,0.0309,0.974,1.12e-06,0.077,0.31,4,"['adult standards', 'folk', 'lilith', 'neo mellow', 'singer-songwriter', 'vocal jazz']"
435,clean bandit,rather be,0.799,0.586,11,0.0377,0.162,2.03e-06,0.193,0.548999999999999,4,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
436,rush,red barchetta,0.528,0.921,2,0.0524,0.0174,0.000186,0.0472,0.298,4,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']"
437,natasha bedingfield,unwritten,0.706,0.800999999999999,5,0.0399,0.00577,0.0,0.0822,0.63,4,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
438,kt tunstall,suddenly i see,0.587,0.767,0,0.0449,0.225,0.0,0.112,0.664,4,"['lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']"
439,the muppets,rainbow connection,0.526,0.413,9,0.0278,0.428,0.0,0.126,0.211,3,"['cartoon', ""children's music"", 'movie tunes']"
440,weezer,say it ain't so,0.634,0.551,3,0.0352,0.00737,1.82e-05,0.07,0.453,4,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
441,one direction,rock me,0.503,0.917,8,0.055,0.0354,0.0,0.28,0.79,4,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']"
442,red velvet,cool world,0.747,0.941,9,0.133,0.0876,0.0,0.0438,0.525,4,"['k-pop', 'k-pop girl group']"
443,judy garland,over the rainbow,0.204,0.161,8,0.0336,0.972,8.99e-05,0.121,0.316,4,"['adult standards', 'hollywood', 'lounge', 'torch song', 'vocal jazz']"
444,ruth b,lost boy,0.71,0.0565,7,0.0534,0.965,0.0,0.0889,0.348,4,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']"
445,elvis presley,can't help falling in love,0.677999999999999,0.163,2,0.06,0.909,0.805,0.0949,0.507,4,"['adult standards', 'rock-and-roll', 'rockabilly']"
446,elvis presley,i can't help falling in love,0.396,0.293,2,0.0275,0.941,0.000196,0.105,0.343,3,"['adult standards', 'rock-and-roll', 'rockabilly']"
447,katy perry,california gurls,0.790999999999999,0.754,0,0.0569,0.00446,0.0,0.163,0.425,4,"['dance pop', 'pop', 'post-teen pop']"
448,rihanna,unfaithful,0.588,0.391,0,0.0334,0.839,0.0,0.227,0.349,4,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
449,sara bareilles,love song,0.583,0.785999999999999,2,0.0301,0.0208,0.0,0.188,0.573,4,"['acoustic pop', 'lilith', 'neo mellow', 'pop', 'pop rock']"
450,linkin park,numb,0.496,0.863,9,0.0381,0.0046,0.0,0.639,0.243,4,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
451,gigi d'agostino,the riddle,0.74,0.875999999999999,6,0.0369,0.0173,0.00152,0.0785,0.825,4,"['eurodance', 'europop', 'italo dance']"
452,martin solveig,the night out - madeon remix,0.452,0.895999999999999,8,0.0654,0.00161,0.000157,0.14,0.35,4,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop', 'tropical house', 'vocal house']"
453,nikki williams,glowing,0.615,0.800999999999999,5,0.0456,0.00153,0.0,0.11,0.364,4,[]
454,wolfgang gartner,the way it was,0.725,0.882,2,0.313,4.58e-05,0.0584,0.14,0.382,4,"['big room', 'complextro', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house']"
455,calvin harris,drinking from the bottle,0.665,0.885999999999999,9,0.0514,0.0469,6.24e-05,0.0525,0.53,4,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']"
456,avicii,dear boy,0.685999999999999,0.581,9,0.112,0.000276,0.1,0.3,0.253,4,"['big room', 'dance pop', 'edm', 'pop', 'tropical house']"
457,jimi hendrix,little wing,0.515,0.534,6,0.0768,0.181,0.00278,0.0547,0.426,4,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']"
458,manowar,master of the wind,0.336,0.121,4,0.0341,0.391,0.0,0.0672,0.0395,4,"['comic metal', 'hard rock', 'metal', 'power metal', 'progressive metal', 'rock', 'speed metal', 'thrash metal']"
459,luke bryan,crash my party,0.526,0.816,7,0.0421,0.0285,0.0,0.22,0.414,4,"['contemporary country', 'country', 'country road']"
460,daft punk,aerodynamic,0.624,0.911,7,0.0524,0.328,0.861,0.0727,0.135,4,"['electro', 'filter house']"
461,killswitch engage,in due time,0.486,0.959,0,0.0485,0.000203,0.0259,0.173,0.527,4,"['alternative metal', 'boston metal', 'groove metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']"
462,tristam,till it's over,0.611,0.836,7,0.0891,0.123,0.0,0.163999999999999,0.329,4,"['brostep', 'catstep', 'chillstep', 'deep dubstep', 'edm', 'electro house']"
463,linkin park,what i've done,0.623,0.93,5,0.0324,0.0141,1.64e-06,0.138,0.287,4,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
464,lana del rey,west coast,0.527,0.591,6,0.0396,0.194,0.0194,0.0907,0.461,4,"['art pop', 'pop']"
465,skrillex,summit,0.692,0.773,6,0.0359,0.226,0.0104,0.108,0.486,4,"['brostep', 'complextro', 'edm', 'electro', 'electro house']"
466,vanessa hudgens,when there was me and you - high school musical,0.566,0.742,9,0.0383,0.0417,0.00026,0.109,0.261,4,"['dance pop', 'hollywood', 'post-teen pop', 'viral pop']"
467,ponderosa twins plus one,bound,0.458,0.54,5,0.027,0.715,0.000428,0.115,0.657,4,[]
468,nora en pure,sweet melody,0.734,0.763,10,0.0461,0.0183,0.9,0.371,0.414,4,"['deep house', 'deep tropical house', 'edm', 'electra', 'house', 'new french touch', 'progressive house', 'tropical house']"
469,chris de burgh,lady in red,0.547999999999999,0.294,10,0.0333,0.332,3.34e-06,0.0392,0.491,4,"['classic uk pop', 'mellow gold', 'new wave pop', 'soft rock']"
470,archie feat brenton mattheus,kingdom,0.675999999999999,0.84,5,0.0592,0.0274,0.0581,0.0796,0.0618,4,['deep dubstep']
471,madonna,hung up,0.649,0.647,9,0.0452,0.0039,0.161,0.0686,0.405,4,"['dance pop', 'pop']"
472,they might be giants,experimental film,0.581,0.662999999999999,7,0.0313,0.00567999999999999,0.0,0.0688,0.757,4,"['comic', 'geek rock', 'permanent wave', 'zolo']"
473,rundfunk,turn around,0.708,0.883,9,0.0686,0.0006,0.857,0.115,0.667,4,['catstep']
474,the presets,promises,0.334,0.518,1,0.0385,0.895,0.971,0.104,0.0639,4,"['alternative dance', 'australian dance', 'australian hip hop', 'australian indie', 'dance-punk', 'electronica', 'indietronica', 'new rave']"
475,spongebob squarepants,that's what friends do,0.634,0.636,0,0.0362,0.0502,5.96e-06,0.657,0.609,4,"['cartoon', ""children's music""]"
476,roine stolt,humanizzimo,0.331,0.657,6,0.0412,0.419,0.0962,0.102,0.201,4,"['neo-progressive', 'progressive rock', 'symphonic rock']"
477,sebjak,follow me,0.603,0.974,4,0.0353,0.0201,0.0074,0.186,0.518,4,"['big room', 'progressive electro house']"
478,frost,no me no you,0.239,0.879,6,0.0937,0.000455,0.00697,0.405,0.423,3,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']"
479,porcupine tree,buying new soul,0.24,0.197,2,0.0335,0.596,0.203,0.12,0.0472,3,"['art rock', 'progressive metal', 'progressive rock', 'symphonic rock']"
480,infected mushroom,muse breaks,0.677,0.647,5,0.0569,0.0246,0.606,0.097,0.274,4,['psychedelic trance']
481,ltn,ordinary people - d-mad remix,0.672999999999999,0.800999999999999,4,0.0842,0.000356,0.262,0.0829,0.562,4,"['progressive house', 'progressive trance', 'progressive trance house', 'progressive uplifting trance', 'trance', 'uplifting trance']"
482,chipzel,courtesy,0.714,0.736,8,0.0587,0.031,2.61e-05,0.0709,0.337,4,['chiptune']
483,harry gregson-williams,metal gear,0.328,0.409,4,0.053,0.328,0.882,0.249,0.0591,4,"['british soundtrack', 'epicore', 'scorecore', 'soundtrack', 'video game music']"
484,fripside,only my railgun,0.57,0.998,6,0.159,0.221,0.264,0.317,0.341,4,"['anime', 'anime score']"
485,rihanna,what now,0.402,0.696,8,0.0448,0.0476,0.0,0.628,0.227,3,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
486,tiesto - sneaky sound system,i will be here,0.735,0.716,6,0.0499,0.0161,4.98e-06,0.0769,0.497,4,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop', 'trance', 'tropical house']"
487,carrie underwood,cowboy casanova,0.597,0.82,5,0.0582,0.0328,0.0,0.119,0.576,4,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
488,justin bieber,boyfriend,0.717,0.55,10,0.0521,0.0358,0.00196,0.126,0.332,4,"['canadian pop', 'pop', 'post-teen pop']"
489,tony igy,astronomia,0.818,0.759,2,0.267,0.21,0.000325,0.241,0.640999999999999,4,['russian dance']
490,bisbetic,feeling,0.414,0.566,11,0.0374,0.00683,0.0,0.084,0.183,4,"['big room', 'progressive electro house']"
491,green day,minority,0.551,0.965,0,0.0452,0.00576,0.0,0.171,0.708,4,"['modern rock', 'permanent wave', 'punk']"
492,adventure club,wonder,0.655,0.809,7,0.0334,0.0426,0.000505,0.286,0.272,4,"['brostep', 'canadian electronic', 'chillstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filthstep', 'pop edm']"
493,madeon,pay no mind,0.546,0.852,1,0.102,0.00592,0.0,0.159,0.557999999999999,4,"['big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house']"
494,nine inch nails,just like you imagined,0.473,0.748,0,0.0381,0.00411,0.889,0.0871,0.352,5,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']"
495,jack u,to u feat alunageorge,0.485,0.928,10,0.445,0.134,2.92e-05,0.217,0.348,4,"['edm', 'electro house']"
496,eric prydz,pjanoo,0.604,0.874,7,0.0295,0.000563,0.812,0.112,0.835,4,"['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'vocal house']"
497,arty,stronger,0.509,0.859,8,0.0776,0.00709,0.0702,0.12,0.209,4,"['big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']"
498,avicii,waiting for love,0.579,0.736,6,0.0527,0.31,0.0,0.198,0.613,4,"['big room', 'dance pop', 'edm', 'pop', 'tropical house']"
499,michael sembello,maniac,0.617,0.532999999999999,3,0.0651,0.0891,4.04e-06,0.0415,0.835,4,['hi-nrg']
500,varius manx,piosenka ksiezycowa,0.507,0.199,9,0.0597,0.917,0.0,0.103,0.182,3,['polish pop']
501,sum 41,no reason,0.45,0.989,6,0.0574,0.000275,0.0,0.872,0.455,4,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']"
502,sufjan stevens,should have known better,0.571,0.172,7,0.0318,0.979,0.275,0.124,0.297,4,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
503,bonobo,flutter,0.602,0.695,9,0.0281,0.00464,0.43,0.0888,0.733,4,"['downtempo', 'electronica', 'indietronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']"
504,the living end,west end riot,0.426,0.966,4,0.0568,0.0293,2.02e-05,0.234,0.54,4,"['australian alternative rock', 'australian rock', 'australian ska', 'post-grunge', 'punk', 'skate punk']"
505,toby fox,undertale,0.552,0.411,0,0.0241,0.039,0.804,0.152,0.367,4,['indie game soundtrack']
506,melodysheep,magically delicious,0.542999999999999,0.879,1,0.299,0.122,0.0,0.12,0.645999999999999,4,['downtempo fusion']
507,bastille,oblivion,0.422,0.321,5,0.0294,0.76,2.33e-06,0.429,0.28,4,"['metropopolis', 'modern rock', 'pop', 'pop rock', 'rock', 'tropical house']"
508,oh land,helicopter,0.625,0.466,1,0.0503,0.361,0.0151,0.151,0.488,4,"['electropop', 'metropopolis']"
509,clean bandit,stronger,0.722,0.747,4,0.0457,0.00926,0.000316,0.126,0.846,4,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
510,twenty one pilots,tear in my heart,0.655,0.632,2,0.0489,0.0189,0.0,0.0722,0.447,4,"['modern rock', 'rock']"
511,the bird and the bee,will you dance,0.71,0.844,5,0.0416,0.028,0.0305,0.238,0.818,4,"['indie pop', 'la indie']"
512,morandi,colors,0.689,0.674,10,0.0384,0.199,0.000431,0.32,0.546,4,"['europop', 'romanian pop']"
513,deco 27,streaming heart,0.612,0.888,1,0.0752,0.00179,0.0272,0.339,0.729,4,"['anime rock', 'j-pixie', 'otacore', 'vocaloid']"
514,la roux,in for the kill,0.629,0.969,8,0.0455,0.00184,0.0,0.122,0.905,4,"['alternative dance', 'art pop', 'dance pop', 'electropop', 'indietronica', 'neo-synthpop', 'new rave']"
515,hook n sling,tokyo by night axwell remix,0.662999999999999,0.93,7,0.085,0.00412,0.000966,0.0852,0.393,4,"['australian dance', 'big room']"
516,adele,when we were young,0.381,0.594,3,0.0486,0.348,0.0,0.0925,0.273,4,"['british soul', 'pop', 'uk pop']"
517,saves the day,where are you,0.551,0.947,10,0.0873,0.00125,0.0,0.294,0.511,4,"['alternative emo', 'dreamo', 'emo', 'melodic hardcore', 'pop punk', 'post-hardcore', 'screamo']"
518,toby fox,asgore,0.512,0.902,2,0.0385,0.00413,0.744,0.125,0.677,4,['indie game soundtrack']
519,toby fox,hopes and dreams,0.451,0.826,0,0.0621,0.000274,0.912,0.0879,0.409,4,['indie game soundtrack']
520,toby fox,spear of justice,0.265,0.594,8,0.0357,0.58,0.859,0.146,0.857,1,['indie game soundtrack']
521,the supremes,stop in the name of love,0.612,0.444,0,0.0293,0.531,0.0,0.126,0.503,4,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
522,galantis,no money,0.670999999999999,0.916,6,0.0397,0.0282,0.00762,0.24,0.802999999999999,4,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']"
523,muse,blackout,0.172,0.28,10,0.0394,0.43,0.408,0.131,0.0617,3,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
524,tangerine dream,love on a real train,0.576,0.275,5,0.0458,0.973,0.941,0.0651,0.812,4,"['ambient', 'art rock', 'berlin school', 'krautrock', 'progressive rock', 'symphonic rock']"
525,eric prydz,opus,0.275,0.721,6,0.0359,0.000701999999999999,0.821,0.0792,0.184,4,"['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'vocal house']"
